Id,,Ship Date,Deliv Date,Trailer Number,Equipment,UPPER([Driver]),UPPER([Truck Number]),Cons City,Cons State,Con Zip,Ship City,Ship State,Ship Zip,Max. Miles,Max. Total Carr Adj,Max. Total Cust Rate
1495257,#REF!,2/7/18 0:00,2/8/18 0:00,ETA 2/8,40FT CONTAINER,MATSON,IMPORT,DALLAS,TX,75238,HASLET,TX,76052,54,$600.00,$800.00
1495260,#REF!,2/5/18 0:00,2/13/18 0:00,LFD 2/7,20 STD,MSC,IMPORT,GRAND RAPIDS,MI,49508,ELWOOD,IL,0,0,"$2,700.00","$2,900.00"
1495271,#REF!,2/5/18 0:00,2/5/18 0:00,,40 STD,EVERGREEN,IMPORT,HAYWARD,CA,94545,OAKLAND,CA,94607,19,"$1,200.00","$2,100.00"
1495276,#REF!,2/7/18 0:00,2/12/18 0:00,ETA 2/7,20 STD,COSCO,IMPORT,LEXINGTON,KY,40505,CINCINNATI,OH,45203,84,"$1,600.00","$1,800.00"
1495278,#REF!,2/10/18 0:00,2/20/18 0:00,,40FT CONTAINER,MAERSK,IMPORT,GRANITE FALLS,NC,28630,MT PLEASANT,SC,29464,268,"$2,100.00","$2,400.00"
1495289,#REF!,2/7/18 0:00,2/13/18 0:00,eta 2/7,20 STD,COSCO,IMPORT,LEXINGTON,KY,40505,CINCINNATI,OH,45203,84,"$1,900.00","$2,200.00"
1495301,#REF!,2/28/18 0:00,3/6/18 0:00,LFD 1/24,40FT CONTAINER,MSC,IMPORT,ATLANTA,GA,30336,CONLEY,GA,30288,27,$900.00,"$1,000.00"
1495303,#REF!,2/7/18 0:00,2/14/18 0:00,ETA 2/7,20 STD,COSCO,IMPORT,LEXINGTON,KY,40505,CINCINNATI,OH,45203,84,"$1,900.00","$2,200.00"
1495309,#REF!,2/12/18 0:00,2/14/18 0:00,ETA 2/8,40 HC,ZIM,IMPORT,MONROE,NC,28122,MOUNT PLEASANT,SC,29464,196,"$1,800.00","$2,100.00"
1495310,#REF!,2/7/18 0:00,2/16/18 0:00,ETA 2/7,20 STD,COSCO,IMPORT,LEXINGTON,KY,40505,CINCINNATI,OH,45203,84,"$2,500.00","$2,800.00"
1495316,#REF!,2/2/18 0:00,2/22/18 0:00,lfd 1/24,40FT CONTAINER,MSC,IMPORT,ATLANTA,GA,30336,ATLANTA,GA,30312,12,$700.00,$800.00
1495318,#REF!,2/2/18 0:00,2/6/18 0:00,LFD 1/24,40FT CONTAINER,MSC,IMPORT,NORCROSS,GA,30071,ATLANTA,GA,30312,23,$700.00,"$1,000.00"
1495319,#REF!,2/7/18 0:00,2/15/18 0:00,eta 2/7,20 STD,COSCO,IMPORT,LEXINGTON,KY,40505,CINCINNATI,OH,45203,84,"$1,200.00","$1,500.00"
1495322,#REF!,2/2/18 0:00,2/15/18 0:00,CUT 2/16,40 STD,SM,EXPORT,MOUNT PROSPECT,IL,60056,JOLIET,IL,0,0,"$1,300.00","$1,600.00"
1495331,#REF!,2/2/18 0:00,3/5/18 0:00,lfd 1/24,40FT CONTAINER,MSC,IMPORT,ATLANTA,GA,30336,ATLANTA,GA,30312,12,$700.00,$800.00
1495337,#REF!,2/7/18 0:00,2/14/18 0:00,eta 2/7,20 STD,COSCO,IMPORT,LEXINGTON,KY,40505,CINCINNATI,OH,45203,84,"$2,100.00","$2,300.00"
1495342,#REF!,2/20/18 0:00,2/20/18 0:00,ETA 2/05,45 HC,ZIM,IMPORT,WARREN,MI,48091,FERNDALE,MI,48220,10,$800.00,"$1,100.00"
1495353,#REF!,2/2/18 0:00,2/5/18 0:00,lfd 1/24,20FT CONTAINER,MSC,IMPORT,TEMPLE,GA,30179,ATLANTA,GA,30312,42,$900.00,"$1,100.00"
1495362,#REF!,2/2/18 0:00,2/5/18 0:00,LFD 1/23,20FT CONTAINER,MSC,IMPORT,TEMPLE,GA,30179,ATLANTA,GA,30312,42,$800.00,$900.00
1495369,#REF!,2/2/18 0:00,2/5/18 0:00,LFD 1/22,20FT CONTAINER,MSC,IMPORT,TEMPLE,GA,30179,ATLANTA,GA,30312,42,$800.00,$900.00
1495384,#REF!,2/2/18 0:00,2/13/18 0:00,LFD 1/24,20FT CONTAINER,MSC,IMPORT,TEMPLE,GA,30179,ATLANTA,GA,30312,42,"$1,000.00","$1,100.00"
1495388,#REF!,2/20/18 0:00,2/21/18 0:00,LFD 2/8,40 HC,ZIM,IMPORT,WARREN,MI,48091,FERNDALE,MI,48220,10,$800.00,"$1,100.00"
1495389,#REF!,2/7/18 0:00,2/9/18 0:00,ETA 3/15,20FT CONTAINER,NYK,EXPORT,SAVANNAH,GA,31408,ATLANTA,GA,30354,243,"$1,800.00","$2,000.00"
1495417,#REF!,2/2/18 0:00,2/8/18 0:00,ETA 2/5,40FT CONTAINER,MSC,IMPORT,SOUTH BEND,IN,46628,CHICAGO,IL,60421,107,"$1,800.00","$2,100.00"
1495420,#REF!,2/7/18 0:00,2/8/18 0:00,CUT 2/09,40 HC,APL,EXPORT,STATESVILLE,NC,28625,MOUNT PLEASANT,SC,29464,257,"$1,400.00","$1,600.00"
1495425,#REF!,2/2/18 0:00,2/7/18 0:00,ETA 1/28,20FT CONTAINER,HAPAG,IMPORT,CHARLOTTE,NC,28203,CHARLOTTE,NC,X,0,$500.00,$700.00
1495430,#REF!,2/2/18 0:00,2/5/18 0:00,LFD 2/4,40FT CONTAINER,MSC,IMPORT,ST. CHARLES,IL,60174,CHICAGO,IL,60421,45,"$1,300.00","$1,500.00"
1495436,#REF!,2/2/18 0:00,2/5/18 0:00,LFD 2/5,20FT CONTAINER,CMA,IMPORT,AURORA,CO,80011,DENVER,CO,TBD,0,"$1,000.00","$1,000.00"
1495437,#REF!,2/8/18 0:00,2/27/18 0:00,LFD 2.27,40 HC,COSCO,IMPORT,WEST BEND,WI,53095,HARVEY,IL,60426,144,"$2,000.00","$2,200.00"
1495448,#REF!,2/2/18 0:00,2/5/18 0:00,ETA 1/31,40FT CONTAINER,MSC,IMPORT,VALPARAISO,IN,46383,CHICAGO,IL,60421,66,"$1,400.00","$1,700.00"
1495452,#REF!,2/2/18 0:00,2/12/18 0:00,LFD 2/5,40 STD,MSC,IMPORT,KENOSHA,WI,53140,CHICAGO,IL,60421,101,"$2,300.00","$2,600.00"
1495453,#REF!,2/2/18 0:00,2/5/18 0:00,LFD 2/4,40FT CONTAINER,MSC,IMPORT,ST. CHARLES,IL,60174,CHICAGO,IL,60421,45,"$1,300.00","$1,500.00"
1495463,#REF!,2/2/18 0:00,2/5/18 0:00,LFD 2/4,40FT CONTAINER,MSC,IMPORT,ST. CHARLES,IL,60174,CHICAGO,IL,60421,45,"$1,300.00","$1,500.00"
1495464,#REF!,2/2/18 0:00,2/5/18 0:00,ETA 2/1,40FT CONTAINER,MSC,IMPORT,VALPARAISO,IN,46383,CHICAGO,IL,60421,66,"$1,400.00","$1,700.00"
1495474,#REF!,2/13/18 0:00,2/13/18 0:00,Cut 2/16,40 HC,APL,EXPORT,MEMPHIS,TN,38106,WEST MEMPHIS,AR,72301,9,$900.00,"$1,100.00"
1495483,#REF!,2/12/18 0:00,2/12/18 0:00,,40 STD,CMA,IMPORT,AUGUSTA,GA,30901,NORTH CHARLESTON,SC,29406,128,"$1,900.00","$2,100.00"
1495494,#REF!,2/13/18 0:00,2/13/18 0:00,Cut 2/16,40 HC,APL,EXPORT,MEMPHIS,TN,38127,WEST MEMPHIS,AR,72301,20,$900.00,"$1,100.00"
1495501,#REF!,2/2/18 0:00,2/12/18 0:00,ETA 2/2,40FT CONTAINER,YANG MING,IMPORT,VON ORMY,TX,78073,HOUSTON,TX,77049,224,"$2,700.00","$2,800.00"
1495507,#REF!,2/8/18 0:00,2/12/18 0:00,,40 STD,CMA,IMPORT,AUGUSTA,GA,30901,NORTH CHARLESTON,SC,29406,128,"$1,900.00","$2,100.00"
1495508,#REF!,2/2/18 0:00,2/9/18 0:00,LFD 1/27,20FT CONTAINER,MSC,IMPORT,WARSAW,IN,46580,CHICAGO,IL,60421,131,"$2,200.00","$2,500.00"
1495510,#REF!,2/2/18 0:00,2/12/18 0:00,ETA 2/2,40FT CONTAINER,YANG MING,IMPORT,VON ORMY,TX,78073,HOUSTON,TX,77049,224,"$2,700.00","$2,900.00"
1495515,#REF!,2/2/18 0:00,2/12/18 0:00,ETA 2/2,20FT CONTAINER,YANG MING,IMPORT,VON ORMY,TX,78073,HOUSTON,TX,77049,224,"$2,700.00","$2,900.00"
1495519,#REF!,2/7/18 0:00,2/9/18 0:00,ETA 2/7,40FT CONTAINER,HAPAG LLOYD,IMPORT,MURPHY,NC,28906,MOUNT PLEASANT,SC,29464,338,"$3,700.00","$4,100.00"
1495526,#REF!,2/2/18 0:00,2/12/18 0:00,eta 2/2,40FT CONTAINER,YANG MING,IMPORT,VON ORMY,TX,78073,HOUSTON,TX,77049,224,"$2,700.00","$2,900.00"
1495565,#REF!,2/8/18 0:00,2/12/18 0:00,LFD 2/7,20 Open Top,MSC,IMPORT,CORINTH,MS,38834,CHARLESTON,SC,29406,624,"$4,800.00","$5,500.00"
1495569,#REF!,2/9/18 0:00,2/13/18 0:00,,40 STD,CMA,IMPORT,AUGUSTA,GA,30901,NORTH CHARLESTON,SC,29406,128,"$1,900.00","$2,100.00"
1495576,#REF!,2/9/18 0:00,2/13/18 0:00,,40 STD,CMA,IMPORT,AUGUSTA,GA,30901,NORTH CHARLESTON,SC,29406,128,"$2,000.00","$2,200.00"
1495577,#REF!,2/8/18 0:00,2/12/18 0:00,LFD 2/7,20 Open Top,MSC,IMPORT,CORINTH,MS,38834,CHARLESTON,SC,29406,624,"$4,800.00","$5,500.00"
1495590,#REF!,2/6/18 0:00,2/9/18 0:00,eta 2/05,45 HC,YANG MING,IMPORT,BARSTOW,CA,92311,SAN PEDRO,CA,90731,134,"$1,700.00","$2,000.00"
1495600,#REF!,2/6/18 0:00,2/9/18 0:00,eta 2/05,45 HC,YANG MING,IMPORT,BARSTOW,CA,92311,SAN PEDRO,CA,90731,134,"$1,800.00","$2,000.00"
1495623,#REF!,2/7/18 0:00,2/12/18 0:00,ETA 2/06,40 HC,PIL,IMPORT,BARSTOW,CA,92311,LONG BEACH,CA,90813,128,"$1,400.00","$1,600.00"
1495625,#REF!,2/2/18 0:00,2/5/18 0:00,ETA 2/2,40 HC,NYK,IMPORT,MONTROSE,CO,81403,DENVER,CO,0,0,"$3,000.00","$3,700.00"
1495627,#REF!,2/5/18 0:00,2/15/18 0:00,LFD 2/14,20 STD,OOCL,IMPORT,OKLAHOMA CITY,OK,73106,HASLET,TX,76052,201,"$1,700.00","$2,200.00"
1495634,#REF!,2/6/18 0:00,2/7/18 0:00,ETA 2/3,40FT CONTAINER,MOL,IMPORT,MEMHIS,TN,38141,MEMPHIS,TN,38118,7,"$1,100.00","$1,400.00"
1495635,#REF!,2/5/18 0:00,2/6/18 0:00,LFD 2/05,40 STD,OOCL,IMPORT,OKLAHOMA CITY,OK,73106,HASLET,TX,76052,201,"$1,700.00","$2,200.00"
1495637,#REF!,2/7/18 0:00,2/12/18 0:00,ETA 2/06,40FT CONTAINER,PIL,IMPORT,BARSTOW,CA,92311,LONG BEACH,CA,90813,128,"$1,600.00","$1,800.00"
1495638,#REF!,2/7/18 0:00,2/9/18 0:00,ETA 2/06,40FT CONTAINER,PIL,IMPORT,BARSTOW,CA,92311,LONG BEACH,CA,90813,128,"$1,600.00","$1,800.00"
1495639,#REF!,2/7/18 0:00,2/12/18 0:00,ETA 2/06,40FT CONTAINER,PIL,IMPORT,BARSTOW,CA,92311,LONG BEACH,CA,90813,128,"$1,400.00","$1,600.00"
1495640,#REF!,2/7/18 0:00,2/9/18 0:00,ETA 2/06,40FT CONTAINER,PIL,IMPORT,BARSTOW,CA,92311,LONG BEACH,CA,90813,128,"$1,600.00","$1,800.00"
1495641,#REF!,2/7/18 0:00,2/13/18 0:00,ETA 2/06,40FT CONTAINER,PIL,IMPORT,BARSTOW,CA,92311,LONG BEACH,CA,90813,128,"$1,400.00","$1,600.00"
1495642,#REF!,2/7/18 0:00,2/13/18 0:00,ETA 2/06,40 HC,PIL,IMPORT,BARSTOW,CA,92311,LONG BEACH,CA,90813,128,"$1,800.00","$2,000.00"
1495643,#REF!,2/7/18 0:00,2/12/18 0:00,ETA 2/06,40 HC,PIL,IMPORT,BARSTOW,CA,92311,LONG BEACH,CA,90813,128,"$1,600.00","$1,800.00"
1495644,#REF!,2/7/18 0:00,2/13/18 0:00,ETA 2/06,40 HC,PIL,IMPORT,BARSTOW,CA,92311,LONG BEACH,CA,90813,128,"$1,600.00","$1,800.00"
1495645,#REF!,2/7/18 0:00,2/12/18 0:00,ETA 2/06,40 HC,PIL,IMPORT,BARSTOW,CA,92311,LONG BEACH,CA,90813,128,"$1,400.00","$1,600.00"
1495658,#REF!,2/5/18 0:00,2/15/18 0:00,LFD 2/05,40 HC,COSCO,IMPORT,OKLAHOMA CITY,OK,73106,HASLET,TX,76052,201,"$1,700.00","$2,200.00"
1495668,#REF!,2/5/18 0:00,2/6/18 0:00,ETA 1/15,40 HC,CMA,IMPORT,HICKORY,NC,28602,SAVANNAH,GA,31408,301,"$2,600.00","$3,200.00"
1495671,#REF!,2/5/18 0:00,2/5/18 0:00,eta 1/15,40 HC,CMA,IMPORT,HICKORY,NC,28602,SAVANNAH,GA,31408,301,"$2,600.00","$3,200.00"
1495690,#REF!,2/9/18 0:00,2/9/18 0:00,LFD 2/8,40 STD,KLINE,IMPORT,AKRON,OH,44306,MAPLE HEIGHTS,OH,0NEED,0,$500.00,$700.00
1495694,#REF!,2/2/18 0:00,2/2/18 0:00,ETA 2/13,40 HC,COSCO,IMPORT,OGDEN,UT,84401,SALT LAKE CITY,UT,84104,39,"$1,600.00","$1,900.00"
1495701,#REF!,2/2/18 0:00,2/16/18 0:00,LFD 2/8,20FT CONTAINER,MSC,IMPORT,CHARLOTTE,NC,28273,MT. PLEASANT,SC,29464,205,"$1,500.00","$1,700.00"
1495708,#REF!,2/2/18 0:00,2/16/18 0:00,LFD 2/8,20FT CONTAINER,MSC,IMPORT,CHARLOTTE,NC,28273,MT. PLEASANT,SC,29464,205,"$1,500.00","$1,700.00"
1495710,#REF!,2/2/18 0:00,2/14/18 0:00,LFD 2/7,20FT CONTAINER,MSC,IMPORT,CHARLOTTE,NC,28273,MT. PLEASANT,SC,29464,205,"$1,500.00","$1,700.00"
1495712,#REF!,2/13/18 0:00,2/14/18 0:00,lfd 1/24,40 HC,MSC,IMPORT,ATLANTA,GA,30336,ATLANTA,GA,30312,12,$600.00,$800.00
1495714,#REF!,2/13/18 0:00,2/14/18 0:00,Cut 2/16,40 HC,APL,EXPORT,MEMPHIS,TN,38106,WEST MEMPHIS,AR,72301,9,$900.00,"$1,100.00"
1495716,#REF!,2/13/18 0:00,2/15/18 0:00,Cut 2/16,40 HC,APL,EXPORT,MEMPHIS,TN,38106,WEST MEMPHIS,AR,72301,9,$900.00,"$1,100.00"
1495724,#REF!,2/2/18 0:00,2/14/18 0:00,LFD 2/7,20FT CONTAINER,MSC,IMPORT,CHARLOTTE,NC,28273,MT. PLEASANT,SC,29464,205,"$1,500.00","$1,700.00"
1495725,#REF!,2/14/18 0:00,2/15/18 0:00,Cut 2/16,40 HC,APL,EXPORT,MEMPHIS,TN,38109,WEST MEMPHIS,AR,72301,14,$900.00,"$1,100.00"
1495726,#REF!,2/14/18 0:00,2/15/18 0:00,Cut 2/16,40 HC,APL,EXPORT,MEMPHIS,TN,38109,WEST MEMPHIS,AR,72301,14,$900.00,"$1,100.00"
1495727,#REF!,2/14/18 0:00,2/16/18 0:00,Cut 2/16,40 HC,APL,EXPORT,MEMPHIS,TN,38109,WEST MEMPHIS,AR,72301,14,$900.00,"$1,100.00"
1495728,#REF!,2/14/18 0:00,2/16/18 0:00,Cut 2/16,40 HC,APL,EXPORT,MEMPHIS,TN,38109,WEST MEMPHIS,AR,72301,14,$900.00,"$1,100.00"
1495735,#REF!,2/2/18 0:00,2/19/18 0:00,lfd 1/24,40FT CONTAINER,MSC,IMPORT,VILLA RICA,GA,30180,ATLANTA,GA,30312,34,$900.00,$900.00
1495744,#REF!,2/2/18 0:00,2/21/18 0:00,lfd 1/24,40 HC,MSC,IMPORT,KENNESAW,GA,30152,ATLANTA,GA,30312,28,$800.00,$900.00
1495748,#REF!,2/2/18 0:00,2/9/18 0:00,lfd 1/24,45 HC,MSC,IMPORT,ATLANTA,GA,30336,ATLANTA,GA,30312,12,$600.00,$800.00
1495751,#REF!,2/2/18 0:00,2/21/18 0:00,lfd 1/24,40 HC,MSC,IMPORT,KENNESAW,GA,30152,ATLANTA,GA,30312,28,$800.00,$900.00
1495753,#REF!,2/2/18 0:00,2/15/18 0:00,LFD 2/8,20FT CONTAINER,MSC,IMPORT,CHARLOTTE,NC,28273,MT. PLEASANT,SC,29464,205,"$1,500.00","$1,700.00"
1495756,#REF!,2/5/18 0:00,2/16/18 0:00,,40 HC,MSC,IMPORT,INDIANAPOLIS,IN,46219,BEDFORD PARK,IL,60638,193,"$3,600.00","$4,100.00"
1495758,#REF!,2/2/18 0:00,2/15/18 0:00,LFD 2/8,20FT CONTAINER,MSC,IMPORT,CHARLOTTE,NC,28273,MT. PLEASANT,SC,29464,205,"$1,500.00","$1,700.00"
1495762,#REF!,2/6/18 0:00,2/20/18 0:00,ETA 2/2,40 HC,HYUNDAI,IMPORT,MASON,OH,45040,SHARONVILLE,OH,45241,12,$800.00,"$1,100.00"
1495769,#REF!,2/5/18 0:00,2/7/18 0:00,LFD 2/3,40 STD,YANG MING,IMPORT,BAILEYTON,AL,35019,AUSTELL,GA,30106,155,"$1,800.00","$2,100.00"
1495771,#REF!,2/5/18 0:00,2/5/18 0:00,CUT 2/8,40 HC,HAPAG LLOYD,EXPORT,JEROME,ID,83338,SALT LAKE CITY,UT,84104,226,"$2,200.00","$2,400.00"
1495772,#REF!,2/5/18 0:00,2/5/18 0:00,CUT 2/8,40 HC,HAPAG LLOYD,EXPORT,JEROME,ID,83338,SALT LAKE CITY,UT,84104,226,"$2,200.00","$2,400.00"
1495773,#REF!,2/5/18 0:00,2/8/18 0:00,CUT 2/8,40 HC,HAPAG LLOYD,EXPORT,JEROME,ID,83338,SALT LAKE CITY,UT,84104,226,"$2,200.00","$2,400.00"
1495774,#REF!,2/5/18 0:00,2/8/18 0:00,CUT 2/8,40 HC,HAPAG LLOYD,EXPORT,JEROME,ID,83338,SALT LAKE CITY,UT,84104,226,"$2,200.00","$2,400.00"
1495775,#REF!,2/5/18 0:00,2/8/18 0:00,CUT 2/8,40 HC,HAPAG LLOYD,EXPORT,JEROME,ID,83338,SALT LAKE CITY,UT,84104,226,"$2,200.00","$2,400.00"
1495777,#REF!,2/2/18 0:00,2/17/18 0:00,lfd 1/24,40 HC,MSC,IMPORT,ROME,GA,30165,ATLANTA,GA,30312,73,"$1,000.00","$1,000.00"
1495786,#REF!,2/9/18 0:00,2/20/18 0:00,LFD 2/20,40 STD,YANG MING,IMPORT,BEAVERTON,OR,97005,PORTLAND,OR,97203,16,$700.00,"$1,100.00"
1495790,#REF!,2/2/18 0:00,2/15/18 0:00,,40FT CONTAINER,MSC,IMPORT,CHARLOTTE,NC,28201,MT. PLEASANT,SC,29464,214,"$1,800.00","$2,000.00"
1495796,#REF!,2/9/18 0:00,2/16/18 0:00,LDF 2/20,40 STD,HAPAG LLOYD,IMPORT,HAYWARD,CA,94545,OAKLAND,CA,94607,19,$900.00,"$1,400.00"
1495797,#REF!,2/9/18 0:00,2/22/18 0:00,eta 2/7,20FT CONTAINER,HAPAG,IMPORT,PORTLAND,OR,97210,PORTLAND,OR,97203,9,$600.00,"$1,000.00"
1495799,#REF!,2/2/18 0:00,2/14/18 0:00,,20FT CONTAINER,MSC,IMPORT,CHARLOTTE,NC,28201,MT. PLEASANT,SC,29464,214,"$2,100.00","$2,300.00"
1495804,#REF!,2/8/18 0:00,2/20/18 0:00,LFD 2/20,40 HC,MAERSK,IMPORT,WOODBRIDGE,IL,60517,ELWOOD,IL,60421,27,$900.00,"$1,300.00"
1495807,#REF!,2/7/18 0:00,2/7/18 0:00,,40 STD,EVERGREEN,EXPORT,BEECH ISLAND,SC,29842,GARDEN CITY,GA,31408,126,"$1,700.00","$1,900.00"
1495815,#REF!,2/7/18 0:00,2/8/18 0:00,,40 STD,EVERGREEN,EXPORT,BEECH ISLAND,SC,29842,GARDEN CITY,GA,31408,126,"$1,500.00","$1,900.00"
1495816,#REF!,2/8/18 0:00,2/12/18 0:00,,20 STD,EVERGREEN,IMPORT,SALISBURY,NC,28147,NORFOLK,VA,23324,295,"$2,700.00","$2,900.00"
1495818,#REF!,2/12/18 0:00,2/12/18 0:00,cut 2/12,40FT CONTAINER,MOL,EXPORT,RAYMOND,MS,39154,MEMPHIS,TN,38109,220,"$1,800.00","$1,800.00"
1495819,#REF!,2/8/18 0:00,2/9/18 0:00,,40 STD,EVERGREEN,EXPORT,BEECH ISLAND,SC,29842,GARDEN CITY,GA,31408,126,"$1,500.00","$1,900.00"
1495822,#REF!,2/8/18 0:00,2/14/18 0:00,,40FT CONTAINER,MSC,IMPORT,CHURCH HILL,TN,37642,ATLANTA,GA,30312,299,"$2,900.00","$2,700.00"
1495827,#REF!,2/7/18 0:00,2/9/18 0:00,LFD 2/13,40 STD,HAPAG LLOYD,IMPORT,COMMERCE,CA,90040,SAN PEDRO,CA,90731,24,$900.00,"$1,300.00"
1495928,#REF!,2/6/18 0:00,2/14/18 0:00,eta 2/3,20FT CONTAINER,HAPAG,IMPORT,CHARLESTON,IL,61920,FRANKLIN PARK,IL,60131,196,"$3,100.00","$3,800.00"
1495949,#REF!,2/5/18 0:00,2/8/18 0:00,ETA 2/4,20FT CONTAINER,COSCO,IMPORT,NORWOOD,MA,2062,BOSTON,MA,2205,25,"$1,000.00","$1,000.00"
1495950,#REF!,2/5/18 0:00,2/8/18 0:00,ETA 2/4,20FT CONTAINER,COSCO,IMPORT,NORWOOD,MA,2062,BOSTON,MA,2205,25,"$1,000.00","$1,000.00"
1495951,#REF!,2/5/18 0:00,2/8/18 0:00,ETA 2/4,20FT CONTAINER,COSCO,IMPORT,NORWOOD,MA,2062,BOSTON,MA,2205,25,$900.00,"$1,000.00"
1495952,#REF!,2/5/18 0:00,2/8/18 0:00,ETA 2/4,20FT CONTAINER,COSCO,IMPORT,NORWOOD,MA,2062,BOSTON,MA,2205,25,$900.00,"$1,000.00"
1495967,#REF!,2/5/18 0:00,2/8/18 0:00,ETA 2/4,20FT CONTAINER,COSCO,IMPORT,NORWOOD,MA,2062,BOSTON,MA,2205,25,$900.00,"$1,000.00"
1495979,#REF!,2/8/18 0:00,2/8/18 0:00,eta 2/2,40 HC,MSC,IMPORT,SAN JOSE,CA,95112,OAKLAND,CA,95112,0,"$1,100.00","$1,000.00"
1495984,#REF!,2/5/18 0:00,2/12/18 0:00,LFD 2/9,40 HC,MSC,IMPORT,CHARLOTTE,NC,28205,MT. PLEASANT,SC,29464,219,"$1,500.00","$1,700.00"
1496005,#REF!,2/5/18 0:00,2/5/18 0:00,LFD 2/9,40 HC,MSC,IMPORT,CHARLOTTE,NC,28269,MT. PLEASANT,SC,29464,226,"$1,500.00","$1,700.00"
1496017,#REF!,2/5/18 0:00,2/12/18 0:00,ETA 2/8,20FT CONTAINER,MSC,IMPORT,CHARLOTTE,NC,28262,MT. PLEASANT,SC,29464,222,"$1,500.00","$1,700.00"
1496031,#REF!,2/5/18 0:00,2/13/18 0:00,,20FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$800.00,$900.00
1496033,#REF!,2/5/18 0:00,2/13/18 0:00,,20FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$800.00,$900.00
1496041,#REF!,2/5/18 0:00,2/20/18 0:00,,20FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$800.00,$900.00
1496044,#REF!,2/5/18 0:00,2/12/18 0:00,eta 2/6,40 HC,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$800.00,$900.00
1496049,#REF!,2/5/18 0:00,2/13/18 0:00,,20FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$900.00,$900.00
1496054,#REF!,2/5/18 0:00,2/16/18 0:00,,40 HC,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$800.00,$900.00
1496058,#REF!,2/6/18 0:00,2/8/18 0:00,CUT 2/9,40FT CONTAINER,MSC,EXPORT,ATLANTA,GA,30312,CALERA,AL,35040,171,"$1,300.00","$1,500.00"
1496061,#REF!,2/5/18 0:00,2/12/18 0:00,,40 HC,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$600.00,$600.00
1496076,#REF!,2/7/18 0:00,2/12/18 0:00,CUT 2/8,20FT CONTAINER,MSC,EXPORT,ATLANTA,GA,30349,SAVANNAH,GA,31408,250,$600.00,$600.00
1496083,#REF!,2/14/18 0:00,2/14/18 0:00,eta 2/9,40 STD,HAPAG,IMPORT,KERNERSVILLE,NC,27284,NORFOLK,VA,23703,252,"$1,600.00","$1,700.00"
1496085,#REF!,2/14/18 0:00,2/14/18 0:00,eta 2/9,40 STD,HAPAG,IMPORT,KERNERSVILLE,NC,27284,NORFOLK,VA,23703,252,"$1,600.00","$1,700.00"
1496086,#REF!,2/14/18 0:00,2/14/18 0:00,eta 2/9,40 STD,HAPAG,IMPORT,KERNERSVILLE,NC,27284,NORFOLK,VA,23703,252,"$1,600.00","$1,700.00"
1496087,#REF!,2/14/18 0:00,2/15/18 0:00,eta 2/9,40 STD,HAPAG,IMPORT,KERNERSVILLE,NC,27284,NORFOLK,VA,23703,252,"$1,600.00","$1,700.00"
1496088,#REF!,2/14/18 0:00,2/15/18 0:00,eta 2/9,40 STD,HAPAG,IMPORT,KERNERSVILLE,NC,27284,NORFOLK,VA,23703,252,"$1,600.00","$1,700.00"
1496089,#REF!,2/14/18 0:00,2/15/18 0:00,eta 2/9,40 STD,HAPAG,IMPORT,KERNERSVILLE,NC,27284,NORFOLK,VA,23703,252,"$1,600.00","$1,700.00"
1496092,#REF!,2/5/18 0:00,2/5/18 0:00,eta tbd,40FT CONTAINER,WAN HAI,IMPORT,KATY,TX,77494,SAN PEDRO,CA,90731,1531,"$1,900.00","$9,200.00"
1496095,#REF!,2/5/18 0:00,2/7/18 0:00,lfd 1/24,40 HC,MSC,IMPORT,CALHOUN,GA,30701,ATLANTA,GA,30312,70,$900.00,"$1,000.00"
1496096,#REF!,2/5/18 0:00,2/5/18 0:00,ETA  TBD,40 HC,HAPAG LLOYD,IMPORT,KATY,TX,77494,SAN PEDRO,CA,90731,1531,"$1,800.00","$9,200.00"
1496099,#REF!,2/5/18 0:00,2/7/18 0:00,lfd 1/20,40 HC,MSC,IMPORT,CALHOUN,GA,30701,ATLANTA,GA,30312,70,$900.00,"$1,000.00"
1496110,#REF!,2/5/18 0:00,2/12/18 0:00,lfd 1/23,40 HC,MSC,IMPORT,CALHOUN,GA,30701,ATLANTA,GA,30312,70,$900.00,"$1,000.00"
1496119,#REF!,2/2/18 0:00,2/16/18 0:00,lfd 1/22,40 HC,MSC,IMPORT,CALHOUN,GA,30701,ATLANTA,GA,30312,70,"$1,100.00","$1,200.00"
1496121,#REF!,2/5/18 0:00,2/21/18 0:00,lfd 1/22,40 HC,MSC,IMPORT,CALHOUN,GA,30701,ATLANTA,GA,30312,70,"$1,100.00","$1,000.00"
1496122,#REF!,2/9/18 0:00,2/9/18 0:00,CUT 2/11,40 HC,CMA,EXPORT,MEMPHIS,TN,38109,WEST MEMPHIS,AR,72301,14,$900.00,"$1,000.00"
